composite_key,metric_key,feature_name,ref_area,regime_block,base_weight,required_flag,min_feature_coverage_flag,max_staleness_days_override,source_quality_multiplier,smoothing_window_days,min_composite_coverage_ratio,min_required_coverage_ratio,notes
G_LEAD,us_real_retail_sales,yoy_pct,USA,growth_lead,0.05555556,0,1,,1.00,5,0.40,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
G_LEAD,us_single_family_permits,yoy_pct,USA,growth_lead,0.05555556,0,1,,1.00,5,0.40,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
G_LEAD,us_single_family_starts,yoy_pct,USA,growth_lead,0.05555556,0,1,,1.00,5,0.40,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
G_LEAD,us_sofr,level,USA,growth_lead,0.05555556,0,1,,1.00,5,0.40,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
G_LEAD,us_yield_curve_10y2y,level,USA,growth_lead,0.05555556,1,1,,1.00,5,0.40,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
G_LEAD,us_yield_curve_10y3m,level,USA,growth_lead,0.05555556,0,1,,1.00,5,0.40,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_NOW,us_avg_hourly_earnings,yoy_pct,USA,inflation_now,0.12500000,1,1,,1.00,5,0.50,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_NOW,us_core_cpi,yoy_pct,USA,inflation_now,0.12500000,1,1,,1.00,5,0.50,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_NOW,us_core_pce,yoy_pct,USA,inflation_now,0.12500000,1,1,,1.00,5,0.50,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_NOW,us_eci_all,yoy_pct,USA,inflation_now,0.12500000,0,1,,1.00,5,0.50,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_NOW,us_headline_cpi,yoy_pct,USA,inflation_now,0.12500000,1,1,,1.00,5,0.50,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_NOW,us_headline_pce,yoy_pct,USA,inflation_now,0.12500000,1,1,,1.00,5,0.50,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_NOW,us_ppi_core_goods_less_food_energy,yoy_pct,USA,inflation_now,0.12500000,0,1,,1.00,5,0.50,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_NOW,us_ppi_final_demand,yoy_pct,USA,inflation_now,0.12500000,0,1,,1.00,5,0.50,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_LEAD,us_10y_real_yield,level,USA,inflation_lead,0.33333333,1,1,,1.00,5,0.67,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_LEAD,us_5y5y_forward_inflation,level,USA,inflation_lead,0.33333333,1,1,,1.00,5,0.67,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
PI_LEAD,us_5y_breakeven,level,USA,inflation_lead,0.33333333,1,1,,1.00,5,0.67,1.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
SHOCK,global_copper,ann_3m_pct,INT,external_shock,0.14285714,0,1,,1.00,3,0.50,0.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
SHOCK,global_wheat,ann_3m_pct,INT,external_shock,0.14285714,0,1,,1.00,3,0.50,0.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
SHOCK,us_brent_spot,pct_21d,INT,external_shock,0.14285714,0,1,,1.00,3,0.50,0.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
SHOCK,us_henry_hub_natgas,pct_21d,USA,external_shock,0.14285714,0,1,,1.00,3,0.50,0.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
SHOCK,us_nominal_broad_dollar,pct_21d,USA,external_shock,0.14285714,0,1,,1.00,3,0.50,0.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
SHOCK,us_real_broad_dollar,pct_12m,USA,external_shock,0.14285714,0,1,,1.00,3,0.50,0.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
SHOCK,us_wti_spot,pct_21d,USA,external_shock,0.14285714,0,1,,1.00,3,0.50,0.00,Generated tier-1 composite defaults from the feature policy. Core regime composites use U.S. features only; SHOCK uses U.S./global shock features.
